date,month_coordinate,x_pixel,boss_y,boss_distance,boss_px,field_y,field_distance,field_px,azmoth_y,azmoth_distance,azmoth_px,other_coin_y,other_coin_distance,other_coin_px,etc_y,etc_distance,etc_px,sum_px,canonical_total,read_total,boss_index,field_index,azmoth_index,other_coin_index,etc_index,relative_error,window,affine_diagnostic,same_window_scalar
2023-06-19T06:18:21.469317185,5.608758282915581,560,670,12.884098726725126,156,752,19.209372712298546,74,710,1000000.0,0.0,705,1000000.0,0,821,24.37211521390788,5,235.0,116.85978980447656,108.40564329579246,71.96289512401542,34.13624512293039,0.0,0.0,2.3065030488466483,-0.0723443583359949,earlier_comparison,112.56444146170172,108.40564329579246
2023-06-21T23:38:50.509939483,5.6995102276001095,563,663,16.431676725154983,163,750,16.431676725154983,76,710,1000000.0,0.0,705,1000000.0,0,821,26.095976701399778,5,244.0,119.00237345195497,112.55734878371644,75.19199939240073,35.05884634246905,0.0,0.0,2.3065030488466483,-0.0541587909659683,earlier_comparison,116.4839742634446,112.55734878371644
2023-06-24T16:59:19.550561783,5.790262172284638,566,656,20.024984394500787,170,748,9.0,78,758,79.98749902328488,0.0,705,1000000.0,0,821,24.37211521390788,5,253.0,123.99064786254654,116.7090542716404,78.42110366078603,35.98144756200771,0.0,0.0,2.3065030488466483,-0.0587269581733161,earlier_comparison,120.40350706518747,116.7090542716404
2023-06-27T10:19:48.591184081,5.881014116969167,569,649,20.445048300260872,177,746,8.831760866327848,80,710,1000000.0,0.0,705,1000000.0,0,821,20.92844953645635,5,262.0,128.97892227313812,120.86075975956436,81.65020792917134,36.90404878154637,0.0,0.0,2.3065030488466483,-0.0629417766135614,earlier_comparison,124.32303986693034,120.86075975956436
2023-06-30T03:40:17.631806380,5.971766061653696,572,645,25.88435821108957,181,746,15.811388300841896,80,710,1000000.0,0.0,705,1000000.0,0,821,20.92844953645635,5,266.0,133.4662839758206,122.70596219864169,83.49541036824866,36.90404878154637,0.0,0.0,2.3065030488466483,-0.0806220227059615,earlier_comparison,126.06505444548274,122.70596219864169
2023-07-02T22:30:48.228176301,6.062518006338225,575,641,16.401219466856727,185,743,10.63014581273465,83,710,1000000.0,0.0,705,1000000.0,0,821,20.92844953645635,5,273.0,135.2391584780595,125.935066467027,85.34061280732598,38.28795061085436,0.0,0.0,2.3065030488466483,-0.0687973225782971,earlier_comparison,129.1135799579494,125.93506646702699
2023-07-05T18:01:58.236819343,6.153269951022754,578,635,20.32240143290157,191,740,14.730919862656236,86,710,1000000.0,0.0,705,1000000.0,0,821,24.37211521390788,5,282.0,140.22743288865107,130.08677195495096,88.10841646594196,39.67185244016235,0.0,0.0,2.3065030488466483,-0.0723158138518615,earlier_comparison,133.0331127596923,130.08677195495096
2023-07-08T13:33:08.245462385,6.244021895707283,581,629,15.0996688705415,197,731,12.884098726725126,95,746,76.32168761236873,0.0,705,1000000.0,0,820,26.095976701399778,6,298.0,146.71692098583495,137.46758171126024,90.87622012455792,43.82355792808632,0.0,0.0,2.767803658615977,-0.0630420759407001,earlier_comparison,140.00117107390184,137.46758171126024
2023-07-11T09:04:18.254105427,6.334773840391812,584,628,23.08679276123039,198,699,11.832159566199232,127,710,1000000.0,0.0,705,1000000.0,0,819,24.37211521390788,7,332.0,160.4309868849719,153.15180244341744,91.33752073432728,58.58517744070486,0.0,0.0,3.2291042683853077,-0.0453726838118473,earlier_comparison,154.80829499159717,153.15180244341744
2023-07-14T04:35:28.262748469,6.42552578507634,587,622,17.05872210923198,204,678,10.198039027185567,148,750,83.24662155306964,0.0,705,1000000.0,0,820,14.071247279470288,6,358.0,174.2022166274524,165.14561829742,94.10532439294325,68.27249024586078,0.0,0.0,2.767803658615977,-0.0519889959230586,earlier_comparison,166.1313897521877,165.14561829742001
2023-07-17T00:06:38.271391512,6.516277729760869,590,617,18.384776310850235,209,679,17.97220075561143,147,710,1000000.0,0.0,705,1000000.0,0,819,19.209372712298546,7,363.0,182.4784062285877,167.4521213462667,96.4118274417899,67.81118963609146,0.0,0.0,3.2291042683853077,-0.0823455508675247,earlier_comparison,168.30890797537816,167.45212134626667
2023-07-19T19:37:48.280034556,6.607029674445399,593,616,15.7797338380595,210,680,9.433981132056603,146,710,1000000.0,0.0,705,1000000.0,0,820,19.209372712298546,6,362.0,185.4946606034847,166.9908207364973,96.87312805155922,67.34988902632213,0.0,0.0,2.767803658615977,-0.0997540296135067,earlier_comparison,167.87340433074007,166.9908207364973
2023-07-22T15:08:58.288677598,6.697781619129928,596,612,14.730919862656236,214,682,16.1245154965971,144,710,1000000.0,0.0,705,1000000.0,0,820,22.64950330581225,6,364.0,185.4946606034847,167.913421956036,98.71833049063656,66.42728780678347,0.0,0.0,2.767803658615977,-0.0947802949704873,earlier_comparison,168.74441162001628,167.913421956036
