date,model,valid,share,B_fitted
2024-10-03,population_lag_minus1,True,0.0,170.81056893675267
2024-10-03,population_lag_plus1,True,0.0,171.78132384284422
2024-10-03,flexible_main,True,0.0,173.0487451259398
2024-10-03,stiff_main,True,0.0,175.1275656090396
2024-10-03,challenger_reward_unchanged,True,0.0,173.74559149716444
2024-10-10,basic,True,0.0,172.27561201289444
2024-10-10,inflow,True,0.0,173.481303256789
2024-10-10,progression,True,0.0,173.44558361496294
2024-10-10,chuchu_C,True,0.0,173.44993116452275
2024-10-10,chuchu_C_without_world4,True,0.0,173.45120032146497
2024-10-10,population_lag_minus1,True,0.0,175.16468537894383
2024-10-10,population_lag_plus1,True,0.0,174.99430016872066
2024-10-10,flexible_main,True,0.0,173.0931462572864
2024-10-10,stiff_main,True,0.0,174.27242152149182
2024-10-10,challenger_reward_unchanged,True,0.0,173.48984845909865
2024-10-17,basic,True,0.0,174.50617350935354
2024-10-17,inflow,True,0.0,176.8877703257566
2024-10-17,progression,True,0.0,176.81725338628124
2024-10-17,chuchu_C,True,0.0,176.8257422087994
2024-10-17,chuchu_C_without_world4,True,0.0,176.8281144910549
2024-10-17,population_lag_minus1,True,0.0,174.80085754110272
2024-10-17,population_lag_plus1,True,0.0,171.29534574922354
2024-10-17,flexible_main,True,0.0,176.79102834714845
2024-10-17,stiff_main,True,0.0,177.10177941129461
2024-10-17,challenger_reward_unchanged,True,0.0,176.9032162264035
2024-10-24,basic,True,0.0,170.22856998556756
2024-10-24,inflow,True,0.0,173.25871257519518
2024-10-24,progression,True,0.0,173.1685811341306
2024-10-24,chuchu_C,True,0.0,173.17963131531428
2024-10-24,chuchu_C_without_world4,True,0.0,173.18272888281828
2024-10-24,population_lag_minus1,True,0.0,178.07111783006613
2024-10-24,population_lag_plus1,True,0.0,166.45306478327652
2024-10-24,flexible_main,True,0.0,173.44797625222424
2024-10-24,stiff_main,True,0.0,172.89279128563587
2024-10-24,challenger_reward_unchanged,True,0.0,173.27892294525563
2024-10-31,basic,True,0.0,165.0674836117161
2024-10-31,inflow,True,0.0,168.43921274635892
2024-10-31,progression,True,0.0,168.33838484797434
2024-10-31,chuchu_C,True,0.0,168.35105791744078
2024-10-31,chuchu_C_without_world4,True,0.0,168.35465546864052
2024-10-31,population_lag_minus1,True,0.0,174.22148508762857
2024-10-31,population_lag_plus1,True,0.0,162.20823604601242
2024-10-31,flexible_main,True,0.0,168.8942467912677
