date,selected_model,B_observed,B_fitted,bM_fitted_per_100k,bC_fitted_per_100k,B_main_reconciled,B_challenger_reconciled,bM_reconciled_per_100k,bC_reconciled_per_100k,challenger_share,conditional_laplace_p05,conditional_laplace_p95,scenario_min,scenario_max,A_accounts,C_accounts,season,in_fit,alignment_note,canonical_challenger_count,boss_source
2024-04-11,inflow,116.19712948688743,110.390917559828,45.036010378646935,,116.19712948688743,0.0,47.40476159829283,,0.0,0.0,0.0,0.0,0.0,245116.99999999997,0.0,0,True,,,conditional_backcast
2024-04-18,inflow,118.28331087408476,110.40771736349687,45.674360174864674,,118.28331087408476,0.0,48.93239958717433,,0.0,0.0,0.0,0.0,0.0,241728.0,0.0,0,True,,,conditional_backcast
2024-04-25,inflow,123.57340545897462,112.00381947857946,41.25386077981115,,123.57340545897462,0.0,45.51523411098186,,0.0,0.0,0.0,0.0,0.0,271499.0,0.0,0,True,,,conditional_backcast
2024-05-02,inflow,125.13569516087055,118.32206874599684,43.72565834789851,,125.13569516087055,0.0,46.24361889308264,,0.0,0.0,0.0,0.0,0.0,270601.0,0.0,0,True,,,conditional_backcast
2024-05-09,inflow,121.9572698637961,121.42438350756856,45.51445881190207,,121.9572698637961,0.0,45.714204805345226,,0.0,0.0,0.0,0.0,0.0,266782.0,0.0,0,True,,,conditional_backcast
2024-05-16,inflow,122.90105374237476,120.73768638342425,46.859305434846014,,122.90105374237476,0.0,47.69892639229013,,0.0,0.0,0.0,0.0,0.0,257660.0,0.0,0,True,,,conditional_backcast
2024-05-23,inflow,125.13569516087055,121.10727589258354,47.92379975805417,,125.13569516087055,0.0,49.51790016970992,,0.0,0.0,0.0,0.0,0.0,252708.00000000003,0.0,0,True,,,conditional_backcast
2024-05-30,inflow,125.13569516087055,123.39286888395674,47.334814920902076,,125.13569516087055,0.0,48.00338158932587,,0.0,0.0,0.0,0.0,0.0,260680.99999999997,0.0,0,True,,,conditional_backcast
2024-06-06,inflow,129.04597651667126,126.9284446648682,47.815067850864054,,129.04597651667126,0.0,48.61276083006711,,0.0,0.0,0.0,0.0,0.0,265457.0,0.0,0,True,,,conditional_backcast
2024-06-13,inflow,129.60497799786214,130.7969530430396,43.435233517319574,,129.60497799786214,0.0,43.03940079163625,,0.0,0.0,0.0,0.0,0.0,301131.0,0.0,0,True,,,conditional_backcast
2024-06-20,inflow,138.32189371287217,139.30689227382473,43.516677112805,,138.32189371287217,0.0,43.2089833323042,,0.0,0.0,0.0,0.0,0.0,320123.0,0.0,0,True,,,conditional_backcast
2024-06-27,inflow,147.4804196358711,148.5415504316897,40.57326148685758,,147.4804196358711,0.0,40.283419775057865,,0.0,0.0,0.0,0.0,0.0,366107.0,0.0,0,True,,,conditional_backcast
2024-07-04,inflow,147.4804196358711,151.87782330747515,44.47504269743629,,147.4804196358711,0.0,43.187331879665905,,0.0,0.0,0.0,0.0,0.0,341490.0,0.0,0,True,,,conditional_backcast
2024-07-11,inflow,149.71590590934554,154.00714889125396,47.081005802695095,,149.71590590934554,0.0,45.76914439115332,,0.0,0.0,0.0,0.0,0.0,327111.0,0.0,0,True,,,conditional_backcast
2024-07-18,inflow,151.9505473278413,154.11371637268184,48.796414644803164,,151.9505473278413,0.0,48.11149901144327,,0.0,0.0,0.0,0.0,0.0,315830.0,0.0,0,True,,,conditional_backcast
2024-07-25,inflow,154.18518874633713,157.7601152554833,47.562517789346465,,154.18518874633713,0.0,46.48472632468182,,0.0,0.0,0.0,0.0,0.0,331690.0,0.0,0,True,,,conditional_backcast
2024-08-01,inflow,154.18518874633713,157.50025981186397,49.22144608053052,,154.18518874633713,0.0,48.185431334269985,,0.0,0.0,0.0,0.0,0.0,319983.0,0.0,0,True,,,conditional_backcast
2024-08-08,inflow,154.18518874633713,160.0412688719787,50.31858190758191,,154.18518874633713,0.0,48.477371515185105,,0.0,0.0,0.0,0.0,0.0,318056.0,0.0,0,True,,,conditional_backcast
2024-08-15,inflow,156.4189853098542,162.4270882071582,50.050562422474066,,156.4189853098542,0.0,48.199215258516794,,0.0,0.0,0.0,0.0,0.0,324526.0,0.0,0,True,,,conditional_backcast
2024-08-22,inflow,156.4189853098542,161.66918239915879,50.958268160033406,,156.4189853098542,0.0,49.303401430335626,,0.0,0.0,0.0,0.0,0.0,317258.0,0.0,0,True,,,conditional_backcast
2024-08-29,inflow,156.4189853098542,158.20700954400039,51.58128078405302,,156.4189853098542,0.0,50.99831938217825,,0.0,0.0,0.0,0.0,0.0,306714.0,0.0,0,True,,,conditional_backcast
2024-09-05,inflow,158.65362672835002,157.9259475282945,52.02788009800801,,158.65362672835002,0.0,52.26761021685704,,0.0,0.0,0.0,0.0,0.0,303541.0,0.0,0,True,,,conditional_backcast
2024-09-12,inflow,167.59219240233315,161.2100597891206,52.65635373883184,,167.59219240233315,0.0,54.740962062462856,,0.0,0.0,0.0,0.0,0.0,306155.0,0.0,0,True,,,conditional_backcast
2024-09-19,inflow,174.2958455048726,164.90494920779796,53.198920312989294,,174.2958455048726,0.0,56.228456698498796,,0.0,0.0,0.0,0.0,0.0,309978.0,0.0,0,True,,,conditional_backcast
2024-09-26,inflow,176.5307580763163,169.14591342379606,53.92445402324596,,176.5307580763163,0.0,56.278774667906696,,0.0,0.0,0.0,0.0,0.0,313672.0,0.0,0,True,,,conditional_backcast
2024-10-03,inflow,178.76539949481204,173.74614865947225,54.73198802310678,,178.76539949481204,0.0,56.313108403180365,,0.0,0.0,0.0,0.0,0.0,317449.0,0.0,0,True,,,conditional_backcast
2024-10-10,inflow,177.63590867016657,173.481303256789,56.2664571199461,,177.63590867016657,0.0,57.61395061321369,,0.0,0.0,0.0,0.0,0.0,308321.0,0.0,0,True,,,conditional_backcast
2024-10-17,inflow,167.59219240233318,176.8877703257566,57.60671994351501,,167.59219240233318,0.0,54.579445908901874,,0.0,0.0,0.0,0.0,0.0,307061.0,0.0,0,True,,,conditional_backcast
2024-10-24,inflow,164.97531002270168,173.25871257519518,58.83208065793376,,164.97531002270168,0.0,56.01935164796303,,0.0,0.0,0.0,0.0,0.0,294497.0,0.0,0,True,,,conditional_backcast
2024-10-31,inflow,156.4189853098542,168.43921274635892,59.99273870281976,,156.4189853098542,0.0,55.71151254420201,,0.0,0.0,0.0,0.0,0.0,280766.0,0.0,0,True,,,conditional_backcast
2024-11-07,inflow,156.7557165921798,164.2031472236317,61.120223342725154,,156.7557165921798,0.0,58.34811677095609,,0.0,0.0,0.0,0.0,0.0,268656.0,0.0,0,True,,,conditional_backcast
2024-11-14,inflow,160.8882681468458,161.29941631038176,62.23427500873202,,160.8882681468458,0.0,62.07564140382427,,0.0,0.0,0.0,0.0,0.0,259181.00000000003,0.0,0,True,,,conditional_backcast
2024-11-21,inflow,160.8882681468458,164.22562446746903,61.55521655939377,,160.8882681468458,0.0,60.30430524931062,,0.0,0.0,0.0,0.0,0.0,266794.0,0.0,0,True,,,conditional_backcast
2024-11-28,inflow,172.1107113818798,169.1102125885929,59.88449208856878,,172.1107113818798,0.0,60.947014236095605,,0.0,0.0,0.0,0.0,0.0,282394.0,0.0,0,True,,,conditional_backcast
2024-12-05,inflow,197.6215617982113,169.7826503463151,62.6608294168091,,197.6215617982113,0.0,72.9351965448917,,0.0,0.0,0.0,0.0,0.0,270955.0,0.0,0,True,,,conditional_backcast
2024-12-12,inflow,200.84072213640619,176.03478850651422,49.74448496558538,,200.84072213640619,0.0,56.754226636413165,,0.0,0.0,0.0,0.0,0.11859847531168728,353878.0,0.0,0,False,boundary_window_excluded,,conditional_backcast
2024-12-19,inflow,214.51712762580863,188.09429352363077,42.68447359670635,15.524225268674838,183.8497406845046,30.667386941304024,48.68064043120348,17.70501460127359,0.14296008566177734,0.034967471537313125,0.44812251070213865,0.0,0.2439460006560221,377665.0,173213.0,1,False,boundary_window_excluded,,conditional_backcast
2024-12-26,inflow,232.39425897377487,236.29081836019796,46.68535569438895,16.47295160151204,177.22185229475693,55.17240667901793,45.91548972074723,16.20130399950019,0.2374086473678509,0.06734883884553736,0.5918721270151814,0.12933545921504466,0.274713398910962,385974.0,340543.0,1,False,boundary_window_excluded,,conditional_backcast
2025-01-02,inflow,241.33197979277935,244.85059655017164,50.68782788497071,17.47965710168554,180.83111920979547,60.50086058298386,49.95942026373246,17.228466313269962,0.2506955797359851,0.07234771583884266,0.6001289697557564,0.20159689287288576,0.2846345285779182,361956.0,351168.0,1,True,,,conditional_backcast
2025-01-09,inflow,242.82883415294725,245.1389894035638,53.6197215031793,18.54788502896229,182.16970220749528,60.65913194545197,53.114416812691054,18.373092377284394,0.24980201448088918,0.07257492470388498,0.588200908244582,0.20249995099817897,0.28099223812519686,342976.0,330152.0,1,True,,,conditional_backcast
2025-01-16,inflow,244.1531980775061,249.296345349207,55.8329191756053,19.681395181054768,184.95646234602765,59.19673573147843,54.68104939778376,19.275355077310298,0.24245734316650855,0.07184567028956294,0.5682675857826555,0.19780432739312345,0.28463701446603573,338246.0,307111.0,1,True,,,conditional_backcast
2025-01-23,inflow,245.8020834443298,246.13363317980583,57.583531108660054,20.884177126825637,188.00309891254855,57.798984531781244,57.50596428343505,20.85604548421922,0.2351444044813061,0.07125208280775605,0.5506890888756504,0.19307987323130912,0.2862173634292922,326928.0,277133.0,1,True,,,conditional_backcast
2025-01-30,inflow,245.80126262977095,246.09470060685243,59.04517353966202,22.160464248208484,188.88734003472618,56.91392259504478,58.97476935689345,22.134040591851214,0.23154446802321463,0.07018163228743232,0.5453866327956118,0.1891155368671242,0.290743530465316,320285.0,257133.0,1,True,,,conditional_backcast
2025-02-06,inflow,248.43482616429267,246.10332427856997,60.33105725474045,23.5147486402674,191.98391860977938,56.4509075545133,60.90261383232594,23.737519628663403,0.22722622438281537,0.06958687144360443,0.5412719500575882,0.1816894014377322,0.29368525649003,315231.0,237813.0,1,True,,,conditional_backcast
2025-02-13,inflow,249.11552293269415,245.9803365475086,61.51340009924136,24.392599156393455,195.58402788855656,53.53149504413759,62.297430144912774,24.7034993927611,0.2148862279393191,0.06677558759700186,0.526463971855582,0.1739166012839571,0.2841365275334192,313952.0,216696.0,1,True,,,conditional_backcast
2025-02-20,inflow,255.05604646016988,246.8396615365088,60.58287997605997,25.018078069121643,203.25794699688674,51.79809946328315,62.5994613413429,25.850837918922785,0.2030851657201236,0.06379683663142148,0.4983456751871553,0.15977807090280707,0.2711047356536124,324696.0,200373.0,1,True,,,conditional_backcast
2025-02-27,inflow,246.27099775673523,255.70927064264671,62.22762605419688,25.65959561175391,191.33685001950687,54.934147737228365,59.93079374042932,24.712495551919478,0.22306381278193355,0.0735948394933229,0.5245946152008618,0.1477442315736506,0.2965512708115453,319263.0,222292.99999999997,1,True,,,conditional_backcast
2025-03-06,inflow,243.5666212112751,250.20791875793407,63.55750841488345,26.317563049392792,191.7583160862148,51.80830512506029,61.870494163684256,25.619012948414294,0.2127069171769666,0.0711893395759019,0.504671468110297,0.15950329046100964,0.2885067653637937,309935.0,202226.00000000003,1,True,,,conditional_backcast
2025-03-13,inflow,244.84122653657684,238.4198332259569,64.6941011444837,26.992402192866148,195.03502267215418,49.80620386442265,66.43651603801332,27.719392177439143,0.20342245694877736,0.0680613626757637,0.48907596490365096,0.14792477023214334,0.28079727076818944,293566.0,179680.0,1,True,,,conditional_backcast
2025-03-20,inflow,250.30098027803842,247.0272856687947,68.73520633266332,29.492182515178026,201.51335837674577,48.787621901292646,69.6461100566276,29.88302354576855,0.19491582432916785,0.06678573411725426,0.4492935048192586,0.13276896313559103,0.28364028011260134,289339.0,163262.0,1,True,,,conditional_backcast
2025-03-27,inflow,251.10000251177624,241.89420763182073,69.73154234034207,30.248425756634298,207.1371176922364,43.962884819539845,72.38532343635404,31.399593474469754,0.17508118032566744,0.059588746852675324,0.42224750849086723,0.12173256553987877,0.2605765338282549,286159.0,140011.0,1,True,,,conditional_backcast
2025-04-03,inflow,250.26970061178386,235.57699357664828,70.68833825974045,30.346463686768622,209.57423041313808,40.6954701986458,75.09710088584558,32.23914299187658,0.16260646054702504,0.054988561391240344,0.39513847881705544,0.10569846017627232,0.24610335621688018,279071.0,126230.0,1,True,,,conditional_backcast
2025-04-10,inflow,241.49495441144646,228.6274016790502,71.62509170227183,29.129450856446116,207.34208230739296,34.152872104053486,75.65627798035196,30.768907641627315,0.14142271496846934,0.04683301769103931,0.3546140163793749,0.09588908211215079,0.21821005379426975,274058.0,110998.0,1,True,,,conditional_backcast
2025-04-17,inflow,216.75176904430438,208.64668819482478,61.94547623525384,25.69726717855159,189.962031736797,26.789737307507387,64.35180771115745,26.69550218479506,0.12359639520188426,0.039132257591599225,0.32512682491461314,0.08232154714004544,0.18281466402020827,295193.0,100353.0,1,True,,,conditional_backcast
2025-04-24,inflow,196.07431620882534,209.39041766991394,62.7806546574135,24.666705456984054,178.56369511647247,17.51062109235285,58.78814355535554,23.098036000993073,0.0893060418668169,0.026000822058134018,0.26069678359600307,0.07155929254430161,0.13557259701692478,303741.0,75810.0,1,True,,,direct
2025-05-01,inflow,215.6817478297079,207.66076136455382,65.4289887623899,23.67747332328985,199.67233894163564,16.00940888807227,67.95621167076854,24.592025941739276,0.07422699903522917,0.019698395097726154,0.2429174338732494,0.0507276586549331,0.11734335545651658,293825.0,65100.0,1,True,,,direct
2025-05-08,inflow,196.07431620882534,207.7120195027466,67.41890330754231,22.727913298059402,184.16019648787346,11.91411972095188,63.6415523628399,21.4545122108908,0.06076328583628958,0.014279986807581552,0.21781948135877596,0.04164964528694115,0.10033766923993402,289371.0,55532.0,1,True,,,direct
2025-05-15,inflow,191.1724583036047,198.49658491171573,68.99239298817854,21.816434373341856,181.59354762464721,9.578910678957483,66.44671180446088,21.01145161981505,0.05010612283776268,0.010902715646179865,0.20467934956535916,0.0,0.08363435569220741,273292.0,45589.0,1,False,boundary_window_excluded,,direct
2025-05-22,inflow,192.18748790621086,194.34714584929242,70.04788117790744,,192.18748790621086,0.0,69.26948300632219,,0.0,0.0,0.0,0.0,0.027216672765403807,277449.0,0.0,0,False,boundary_window_excluded,,direct
2025-05-29,inflow,213.2308188770976,201.06910548438395,68.4269276266004,,213.2308188770976,0.0,72.56574686555756,,0.0,0.0,0.0,0.0,0.0,293845.0,0.0,0,False,boundary_window_excluded,,direct
2025-06-05,inflow,220.5836057349285,211.94554340141764,67.03467513083585,,220.5836057349285,0.0,69.76674343948677,,0.0,0.0,0.0,0.0,0.0,316173.0,0.0,0,True,,,direct
2025-06-12,inflow,223.03453468753887,227.77965146559882,53.55312565315701,,223.03453468753887,0.0,52.43750433483777,,0.0,0.0,0.0,0.0,0.0,425333.99999999994,0.0,0,False,boundary_window_excluded,,direct
2025-06-19,inflow,273.447846734183,229.92951464786609,,,,,,,,,,0.0,0.22812581924343686,485195.00000000006,0.0,2,False,season_open_missing_count_not_zero|boundary_window_excluded,,direct
2025-06-26,inflow,328.903013204804,359.5605174775384,53.67311269023769,13.69669401295286,247.40828171141055,81.49473149339343,49.09673791701273,12.528861520747512,0.24777739400839005,0.07148695398764325,0.5732318135231621,0.186150855289228,0.3195553023796806,503920.0,650456.0,2,False,boundary_window_excluded,1.0,direct
2025-07-03,inflow,348.031911270665,350.08695719437014,60.66097357949581,14.556288977795687,258.37086312225466,89.66104814841029,60.30488751596011,14.470842086063914,0.2576230662902654,0.07734486287144889,0.5667983517780618,0.19848368671580247,0.32300144739480907,428441.0,619598.0,2,True,,8.0,direct
2025-07-10,inflow,355.384698128496,355.62697582130846,65.94759464947795,15.46983152319222,268.3260021412733,87.05869598722269,65.90266658674787,15.459292403990194,0.24497029963778855,0.07477826860198297,0.5461115507670361,0.192157336092531,0.3009519587257704,407155.0,563148.0,2,True,,34.0,direct
2025-07-17,inflow,385.46374755025573,383.7807363049411,75.89541753358317,17.173891075556533,293.74782966828997,91.71591788196578,76.22824518513933,17.249204526888814,0.23793655944261816,0.0729272691644691,0.5360213174209579,0.18704210144061434,0.2882086208352191,385353.0,531711.0,2,True,,130.0,direct
2025-07-24,inflow,389.69770346504043,398.09692077633457,77.44404282141123,18.251712503219796,299.75690863066586,89.94079483437456,75.81009563123023,17.866630148604106,0.23079631733688954,0.07015342779323538,0.5213603721514917,0.18503858958948274,0.2767808782248542,395405.0,503401.00000000006,2,True,,248.0,direct
2025-07-31,inflow,416.6579219437539,399.37357186523826,81.17930396269388,19.397177252062814,321.18580765660937,95.47211428714449,84.69263485804639,20.236660947976482,0.2291378832826623,0.07053268198829583,0.5221048619225658,0.18767478830105966,0.28727603228800375,379237.0,471778.00000000006,2,True,,470.0,direct
2025-08-07,inflow,394.59956137026103,402.6286507042289,84.31487740730626,20.614530569751672,305.74724646221284,88.8523149080482,82.63349760062401,20.203442319492165,0.2251708405338956,0.07130869325358942,0.5120806168827696,0.18829907542314575,0.2933323665833458,370004.0,439788.0,2,True,,848.0,direct
2025-08-14,inflow,394.59956137026103,409.39338283070447,86.86207823054276,21.76864634086817,308.4807671962739,86.11879417398713,83.72323395284444,20.98201548431739,0.21824351216949292,0.0713564354874285,0.49171008611564826,0.18491024446699508,0.2894267210942181,368453.0,410440.99999999994,2,True,,1409.0,direct
2025-08-21,inflow,408.11509498634973,413.0253556275171,89.18365837137745,22.914000986387624,320.18490539585673,87.93018959049297,88.12339657008692,22.641587402954748,0.2154543918387385,0.07388693595118935,0.4699480356885299,0.1846873858270202,0.28746663055363997,363337.0,388357.0,2,True,,2157.0,direct
2025-08-28,inflow,434.6126069813482,411.50050389140813,91.37937501996667,24.119618325483486,343.8298188392349,90.78278814211328,96.51173698740935,25.474307080313515,0.20888208644626202,0.07390919656120958,0.44665338875539123,0.1810427454627883,0.28045166764106993,356257.0,356370.0,2,True,,4672.0,direct
2025-09-04,inflow,428.9125667068054,412.1267148281497,93.51256216720913,25.38866907235444,340.95256874147464,87.95999796533077,97.32131311893252,26.422745299668296,0.20507675641375686,0.0755381625069683,0.4275549227338736,0.17982086893294896,0.27651133008349593,350337.0,332895.0,2,True,,6150.0,direct
2025-09-11,inflow,411.7560640385333,412.0760416585663,95.62325423352617,26.724490767936157,329.2102666480349,82.54579739049836,95.54900264348879,26.70373916364948,0.2004725724762453,0.07673900419086437,0.4089002728864287,0.1778287391472772,0.2714066198630612,344546.0,309117.0,2,True,,7792.0,direct
2025-09-18,inflow,409.3051350859229,418.11916277153836,94.91311101158654,28.13059655746945,329.7346935066,79.57044157932289,92.91232543974438,27.537598486711595,0.19440372171880801,0.07606806577655918,0.392493765218112,0.1744053140368613,0.2586960724852217,354888.0,288952.0,2,True,,9595.0,direct
2025-09-25,inflow,392.1486324176507,402.85881065783553,98.10915496793956,29.610684429899184,322.75381916295635,69.39481325469433,95.50088003661875,28.823471392308598,0.17696048772850662,0.06850311739457939,0.3557817073343481,0.16041242303337627,0.23965485776173379,337959.0,240757.99999999997,2,True,,11111.0,direct
2025-10-02,inflow,396.6814436448525,388.7289080858909,100.93656332625855,31.31093239341167,327.48091749919956,69.20052614565289,103.00150265120858,31.95148496890428,0.1744486092160335,0.06950576120182046,0.3434705210610516,0.16013457095552258,0.23762088042660195,317938.0,216580.0,2,True,,11681.0,direct
2025-10-09,inflow,377.64073434989956,387.91542840565285,103.54938720936502,33.41178335293921,312.92409740738276,64.7166369425168,100.8066804353401,32.526807333244605,0.17137091170507626,0.07008523886038738,0.32716504872777563,0.15769446989411465,0.23334566028985956,310420.0,198964.0,2,True,,15088.0,direct
2025-10-16,inflow,367.473930986087,386.49769341349383,106.04604570752197,35.65359385652291,304.65694271642246,62.816988269664535,100.82636441501936,33.89869205304927,0.17094270633320888,0.07346870352258894,0.3208242138141554,0.1571188085932495,0.2320998646561621,302160.0,185308.0,2,True,,16970.0,direct
2025-10-23,inflow,317.34515491588195,303.867764712694,85.09205689127596,29.84081785440353,264.53935877513214,52.80579614074985,88.86612899464603,31.164342074178247,0.1663986209423836,0.07430938099169071,0.3140730003226921,0.1550070005707431,0.22549800744889717,297683.0,169443.0,2,True,,18557.0,direct
2025-10-30,inflow,320.5186064650408,306.83714279117834,84.80866277317523,31.84302941536303,270.5827257054837,49.93588075955714,88.59016923750089,33.26286811627453,0.15579713549329838,0.06919183072894446,0.3011345450620065,0.14201949183545684,0.2069355716744751,305432.0,150125.0,2,True,,20010.0,direct
2025-11-06,inflow,298.304445620929,307.7797872609386,87.47504544588453,33.97958217147339,253.9433732208808,44.361072400048215,84.78202928666416,32.933483099390656,0.148710731775081,0.06654225517234563,0.2940693546362911,0.1335058176179314,0.19790983636378734,299525.0,134699.0,2,True,,21447.0,direct
2025-11-13,inflow,291.9575425226114,308.98861117583726,89.84907592526913,36.25948993379562,251.4241429156254,40.533399606986,84.89670640365803,34.26091186309126,0.13883319902189817,0.06090085411579775,0.28004683350388987,0.0,0.1846951860605501,296153.0,118307.99999999999,2,False,boundary_window_excluded,23420.0,direct
2025-11-20,inflow,276.0902847768173,272.85296340349385,83.57724597923651,,276.0902847768173,0.0,84.5688657929161,,0.0,0.0,0.0,0.0,0.13708563172446597,326468.0,0.0,0,False,boundary_window_excluded,,direct
2025-11-27,inflow,269.7433816784997,274.52295970995374,88.80904246624367,,269.7433816784997,0.0,87.26283391299697,,0.0,0.0,0.0,0.0,0.0,309116.0,0.0,0,False,boundary_window_excluded,,direct
2025-12-04,inflow,278.7402323831792,277.7545811348191,92.8808406571672,,278.7402323831792,0.0,93.21044140099089,,0.0,0.0,0.0,0.0,0.0,299044.0,0.0,0,True,,,direct
2025-12-11,inflow,276.0902847768173,272.9172455616351,96.20771853763466,,276.0902847768173,0.0,97.32626589470956,,0.0,0.0,0.0,0.0,0.0,283675.0,0.0,0,False,boundary_window_excluded,,direct
2025-12-18,inflow,291.9575425226114,258.28579512421055,,,,,,,,,,0.0,0.13989762689883933,320480.0,0.0,3,False,season_open_missing_count_not_zero|boundary_window_excluded,,direct
2025-12-25,inflow,320.7731082978996,329.5544404992874,81.35763936021768,17.749332916657988,270.69837637436143,50.07473192353818,79.18977763375939,17.27638286792533,0.15610638993164647,0.02978787099008445,0.5807164122867416,0.12608698842827126,0.21070871146322193,341835.0,289845.0,3,False,boundary_window_excluded,2.0,direct
2026-01-01,inflow,345.3622387666692,336.91915310600444,87.92862252971108,21.872395653501062,281.7745311052101,63.5877076614591,90.13208554212412,22.420510856819163,0.18411887729399307,0.04139853530710616,0.5929413176946648,0.1494238902127155,0.2441203240325585,312624.0,283614.0,3,True,,20.0,direct
2026-01-08,inflow,328.2079715795017,344.79048805736977,92.9105398018891,26.953220939041916,262.2563455580782,65.95162602142355,88.44205644577029,25.656920008956767,0.20094461966914204,0.051653539748528286,0.5858629091269418,0.16873332298358965,0.2631210606402104,296529.0,257052.0,3,True,,89.0,direct
2026-01-15,inflow,346.93872646682587,353.47283124935467,96.84058054718508,33.21429122339978,270.5154496018427,76.42327686498318,95.05043871857636,32.60031006291273,0.22027888798482329,0.06280061676948949,0.579958669145686,0.18826834557794025,0.2847484484021954,284602.0,234425.00000000003,3,True,,246.0,direct
2026-01-22,inflow,358.6000250549466,363.38584653027226,100.10265366786845,40.929770284887745,270.7756511965954,87.82437385835121,98.78429348891508,40.39072184510971,0.24490900089840845,0.08117711636278273,0.5887418618833936,0.20531407470316929,0.3120966148184366,274108.0,217437.0,3,True,,478.0,direct
2026-01-29,inflow,383.98763744821724,368.75624237646525,103.05809558613633,48.746824503677246,285.6969127937612,98.29072465445601,107.31488744164149,50.76030131351757,0.255973669641151,0.09376933704929309,0.578311666927927,0.2253714526943948,0.32353331961522186,266223.0,193637.0,3,True,,1017.0,direct
2026-02-05,inflow,375.74956505381783,370.1344106760197,105.77736057000354,54.229894797878146,277.0006264017541,98.7489386520637,107.38206467787552,55.052593856378756,0.2628051974934957,0.10292880868026155,0.5601820482551834,0.23296139225815699,0.3318042220940264,257958.0,179372.0,3,True,,1504.0,direct
2026-02-12,inflow,374.4672828007407,383.9332582615832,112.65164745522983,55.54702596693885,282.9425241348121,91.52475866592856,109.87419145867702,54.17749943228375,0.24441323146147903,0.09846886051319866,0.5127628910683689,0.21990319954800974,0.2733580338802336,257514.99999999997,168935.0,3,True,,2220.0,direct
2026-02-19,inflow,383.98763744821724,389.4284568008756,115.28058753778167,61.7949867543652,289.65267725917624,94.334960189041,113.66996858914612,60.93163084403343,0.24567186802143484,0.10807374439408833,0.4899235223834946,0.22297305070864912,0.275119530689684,254819.0,154821.0,3,True,,2951.0,direct
